collector_number,extras,language,name,oracle_id,quantity,scryfall_id,set_code,set_name
"102","","en","First Day of Class","e0b5c772-e029-4b8d-be67-b1584700e377","2","091eb13d-9318-4b12-9f94-6276b11981d1","stx","Strixhaven: School of Mages"
"93","","en","Blood Age General","10ea73c8-7cf8-4a48-a0cc-072bb541880f","2","f30237cc-27c8-4075-acbd-d75a16588a68","stx","Strixhaven: School of Mages"
"224","","en","Returned Pastcaller","58b9f933-7b13-4335-996c-4722ab9e08b2","3","7aa0e762-0fec-4f6b-b3d7-ad8295bf557d","stx","Strixhaven: School of Mages"
"199","","en","Lorehold Command","107becb1-f8a3-4777-b39f-a0456c2d580e","1","e4f0885f-1049-4a19-853d-f4e6d4bec29e","stx","Strixhaven: School of Mages"
"263","","en","Archway Commons","69c63055-ed44-4b32-b591-f3c6c2f3e7d1","4","f6f6a2ff-7eb7-4680-af2b-e69ac88a65c9","stx","Strixhaven: School of Mages"
"284","","en","Snow-Covered Forest","5f0d3be8-e63e-4ade-ae58-6b0c14f2ce6d","3","ca17acea-f079-4e53-8176-a2f5c5c408a1","khm","Kaldheim"
"280","","en","Snow-Covered Swamp","d8239a86-7184-4005-ba1e-2dddcd756c47","2","6aa85af8-15f5-4620-8aea-0b45c28372ed","khm","Kaldheim"
"267","","en","Shimmerdrift Vale","2ac34f3e-822d-4fde-99ca-a31c4d9503fd","1","f09d98db-0176-41a7-b99b-ead29876cdab","khm","Kaldheim"
"257","","en","Glacial Floodplain","5d3563dd-a2c1-463c-a0ed-5ac22388bdbe","1","9de5fadd-4559-479f-b45d-abe792f0f6e5","khm","Kaldheim"
"278","","en","Snow-Covered Island","5b2460a5-6ae5-4cad-ba94-1a9e98e6e4c0","2","3bfa5ebc-5623-4eec-89ea-dc187489ee4a","khm","Kaldheim"
"208","","en","Needlethorn Drake","6edacc06-9523-4ccf-a4c2-2ac4af386b8a","4","9c0cf2c4-723e-46c4-b2aa-4c957177209a","stx","Strixhaven: School of Mages"
"271","","en","Quandrix Campus","172f86b6-9580-4eb2-b7dc-2a44277d978b","7","f788da28-481b-41fa-a70c-b53db6b0f068","stx","Strixhaven: School of Mages"
"164","","en","Biomathematician","70868667-a843-4954-863f-990854188c53","2","b41a35ef-dae1-4534-a12a-d3951b285273","stx","Strixhaven: School of Mages"
"177","","en","Decisive Denial","2d0bd780-b754-44a3-894c-a9c8aa711f05","1","b2e9d132-95f7-4ee7-9c91-be19e4ad7a5d","stx","Strixhaven: School of Mages"
"219","","en","Quandrix Pledgemage","8a39809e-219e-4f59-a233-ea28d05c30ef","7","07633b7f-4150-458b-89c3-d05dc0e3c4bd","stx","Strixhaven: School of Mages"
"187","","en","Fractal Summoning","ce690421-db1d-4177-a2db-338f29aab623","7","cc3f1f7e-eb19-49c1-a1ee-93b85ac8815c","stx","Strixhaven: School of Mages"
"238","","en","Square Up","013a465b-7034-45fe-bf62-c3d273131ec5","5","3d548d5a-1dd7-448a-8483-249572e08c47","stx","Strixhaven: School of Mages"
"328","","en","Moritte of the Frost","78699161-fc14-4a44-8a15-0f7c08be0343","1","f47d29bb-8710-4a3d-8789-38956fa7a2be","khm","Kaldheim"
"218","","en","Quandrix Cultivator","73a63c92-6dce-4804-bcd4-3fcc942cf270","3","e3ca9ff7-0dcf-4ecc-879c-957d290ad7f5","stx","Strixhaven: School of Mages"
"231","","en","Silverquill Apprentice","5ab91144-5eb3-491b-a8be-7e1139d0d6c8","2","42d0770e-9084-4aa7-b543-2b6ba18378dc","stx","Strixhaven: School of Mages"
"185","","en","Exhilarating Elocution","58acd10d-d81e-49ae-9e08-cff4c6f0c6a1","3","8468417d-7ef5-43e0-9190-e88f3eed9e82","stx","Strixhaven: School of Mages"
"273","","en","Silverquill Campus","2b65eb80-6fb7-429f-81f2-2fe125eba634","3","42583850-ba5c-4a71-8717-406b5c6d048f","stx","Strixhaven: School of Mages"
"259","","en","Great Hall of Starnheim","75d8ef26-b745-448b-94b9-3c64668ce171","2","a23c757e-5944-47ce-b06f-27b4c403044c","khm","Kaldheim"
"202","","en","Ascent of the Worthy","d748bad4-dd4c-4553-9fcc-e462260f6ff3","1","0bf01666-0fbf-4b15-a33d-964165bbfafb","khm","Kaldheim"
"237","","en","Spiteful Squad","41ee78ce-a5ef-4f88-b479-2eb6651123f7","5","be88355e-c986-4b69-93b4-0abf04916e86","stx","Strixhaven: School of Mages"
"226","","en","Rise of Extus","810f2b50-59c7-490a-8e6a-00f982cd16a0","3","bbf97a71-485e-4d47-98de-bdf6f6dae0c2","stx","Strixhaven: School of Mages"
"233","","en","Silverquill Pledgemage","ff72b900-ce3c-4cc4-a50e-e501e17631ca","1","a3f64ad2-4041-421d-baa2-206cedcecf0e","stx","Strixhaven: School of Mages"
"195","","en","Inkling Summoning","999a9310-d145-4c1a-8518-9d96602ca672","3","04a8a5b8-9743-4d1a-89e9-61bdf180b2e0","stx","Strixhaven: School of Mages"
"229","","en","Shadewing Laureate","53a17d4f-cdbc-4669-a30e-5d5a334cc3c0","1","64795a8b-8cf2-436e-8f95-9e8bb40c0d7d","stx","Strixhaven: School of Mages"
"197","","en","Killian, Ink Duelist","e233cb5b-7237-4271-8157-9179cc897b6c","2","23ef4f09-2aa1-4a03-b2e2-66d1522f1e46","stx","Strixhaven: School of Mages"
"188","","en","Fracture","f21d0319-0509-4ac1-b6e3-10955a26fd7a","2","a11224f8-06ea-4ec3-85e6-d5c8d906840c","stx","Strixhaven: School of Mages"
"206","","en","Binding the Old Gods","4050e5b3-07c2-461c-9852-a2c081c0198d","2","d93ee644-d7d7-48d8-a04b-fb479b74edb0","khm","Kaldheim"
"211","","en","Pest Summoning","f6e0cb77-4115-4948-8e1e-fdb774b1b254","3","6267e19a-a777-4767-8433-86b6624362b6","stx","Strixhaven: School of Mages"
"295","","en","Cursed Totem","6225a704-430a-4f56-ad87-0e8d87f285f5","2","5dde91a9-7d2d-4a7b-861a-3d1c16ec79d9","mh2","Modern Horizons 2"
"222","","en","Bottle Golems","46334ae3-e496-4f15-8033-0f42ee0ae375","2","513a36a1-b2e3-4779-b8a7-66f01c488bf0","mh2","Modern Horizons 2"
"252","","en","Campus Guide","5b8e0913-47e9-4d56-971d-abd91b0f7587","3","87a9a8a2-de81-441b-b501-418311b677f7","stx","Strixhaven: School of Mages"
"251","","en","Biblioplex Assistant","3dadb654-6191-4ad3-8315-46f5613fbc01","3","d74e1117-0196-4268-be97-a1e81b5dc90e","stx","Strixhaven: School of Mages"
"259","","en","Strixhaven Stadium","2ed0c6fc-b8b4-47da-a04b-1d995bdeecb0","1","421674ee-4b85-4942-b166-952598165826","stx","Strixhaven: School of Mages"
"254","","en","Cogwork Archivist","60674ef7-f8e2-41e8-bab3-0100cfc9fbe9","2","8c024a2d-20fb-478b-a62e-e3590a1e3ac1","stx","Strixhaven: School of Mages"
"261","","en","Zephyr Boots","02f3b9c3-f611-4f05-ab3e-b296916efdad","2","4d0566fd-3775-48f1-ba22-6e659558c3d3","stx","Strixhaven: School of Mages"
"258","","en","Spell Satchel","912c5e71-554c-4e31-8831-018760752eb1","3","7de826a0-6e68-4d40-a51c-8d6e7a4148d1","stx","Strixhaven: School of Mages"
"244","","en","Replicating Ring","1ff00f5b-4bf9-4724-8bb5-6b9a9eb0ec7f","1","b079e285-8431-46aa-bb04-70cac586ed0b","khm","Kaldheim"
"245","","en","Runed Crown","b8739fc4-6308-4e49-be2e-d9d92d890ee1","1","1ef89770-2dbb-4a57-99f7-191591bb8e38","khm","Kaldheim"
"256","","en","Letter of Acceptance","e0cb503e-9814-4280-9c29-4eff3379bc24","3","34750231-34aa-401c-b192-47b56588923a","stx","Strixhaven: School of Mages"
"242","","en","Raiders' Karve","1e9b3c9e-07ae-4de5-8607-93773825f655","1","f572cbb1-49ee-4c95-90a3-82704cf92454","khm","Kaldheim"
"4","","en","Introduction to Prophecy","9ae1fded-2e77-498a-98e7-4a4908447175","4","7820923e-bad2-4d6a-92b3-97b9737d2ca9","stx","Strixhaven: School of Mages"
"241","","en","Pyre of Heroes","691ba449-40e1-4976-8dab-9b1741ea37b8","1","ae9a8e44-f5de-497d-be48-adf1bcbaec97","khm","Kaldheim"
"23","","en","Reprobation","445dfef5-358e-49b1-880c-b30fc45f0a9a","1","b1349c3d-39ad-40ba-897e-59e5b76de853","mh1","Modern Horizons"
"18","","en","Expel","58776b25-794e-4a87-bc71-a77c025b9b03","5","be517a58-b7ee-4213-98a5-8c19e1b2def6","stx","Strixhaven: School of Mages"
"214","","en","Immersturm Predator","fcb6c6d4-ea8d-49cf-b6df-377084bdb757","1","0d83d2d9-b9d0-47f5-989b-f2c726401ade","khm","Kaldheim"
"226","","en","Niko Defies Destiny","e79bf038-071e-448e-ad95-234c207a9575","1","19312f53-5b9d-4e76-91e8-65f444bb68c9","khm","Kaldheim"
"263","","en","Immersturm Skullcairn","354a7376-fb4b-424d-8964-93727302dccb","1","12ed97de-736d-43d8-977b-308ac54f88f4","khm","Kaldheim"
"274","","en","Mountain","a3fb7228-e76b-4e96-a40e-20b5fed75685","2","edabc558-2c54-4c7b-a6fa-1e75ddcf12f9","afr","Adventures in the Forgotten Realms"
"270","","en","Swamp","56719f6a-1a6c-4c0a-8d21-18f7d7350b68","2","ab950987-d88c-4326-98f4-1b1195788921","afr","Adventures in the Forgotten Realms"
"267","","en","Hall of Oracles","0bb896ba-e15e-43a9-9120-e674d7ba003c","2","7642dddd-4461-46dd-b396-9e0a89f7232e","stx","Strixhaven: School of Mages"
"266","","en","Furycalm Snarl","651dea9c-2375-4e44-8e65-ba8e40f0c0ef","2","53e33f37-7fd1-4431-a032-cd61b644401c","stx","Strixhaven: School of Mages"
"371","foil","en","Swamp","56719f6a-1a6c-4c0a-8d21-18f7d7350b68","1","11093e3f-092e-49d9-aef9-b9855b040bf2","stx","Strixhaven: School of Mages"
"285","foil","en","Snow-Covered Forest","5f0d3be8-e63e-4ade-ae58-6b0c14f2ce6d","1","fe241460-f7c1-4ba8-a156-6720b494ac97","khm","Kaldheim"
"36","","en","Chaos Warp","07a0cba9-8768-4fd9-a3d5-b0f83b4bf8e8","1","6d0a3996-5a03-481b-9bda-15c6f6e5f9c4","sta","Strixhaven Mystical Archive"
"19","","en","Opt","713332c1-5bd8-400f-bfff-c1ca0697a043","2","ab59ac4f-2a77-4566-85c0-32666447dcf2","sta","Strixhaven Mystical Archive"
"18","","en","Negate","3407fe41-fdd3-4119-8f70-4bc4590a379f","1","5bfe3a17-3349-4fcc-a9b5-418faa55cc43","sta","Strixhaven Mystical Archive"
"49","etchedFoil","en","Adventurous Impulse","5bf49f39-b3d5-4148-8dc2-b5b5011769d2","1","e7b44893-e6d1-48d0-ba69-06b9569e1e38","sta","Strixhaven Mystical Archive"
"27","","en","Demonic Tutor","82004860-e589-4e38-8d61-8c0210e4ea39","1","3009ba46-c9f8-46dc-8ffc-2aa4cef7b17c","sta","Strixhaven Mystical Archive"
"16","","en","Memory Lapse","bbfb3e4a-b389-4391-8141-13b68c0ef2e0","1","98c1b465-b6d9-491b-bfc2-c034cc825d27","sta","Strixhaven Mystical Archive"
"57","","en","Snakeskin Veil","1e6a24be-8281-41c1-a5ba-b68f0ef1d7b8","2","d9849b22-1fba-4f6a-bd94-df1bc1764e6b","sta","Strixhaven Mystical Archive"
"268","","en","Skemfar Elderhall","70965b80-c8ad-4718-ae20-12a4d8228898","2","82c2a0f7-0f53-4627-8be8-227fde331a69","khm","Kaldheim"
"264","","en","Littjara Mirrorlake","3b577179-10d0-43f1-ac17-9dd2d12c965d","2","6bf2bb3e-828f-4d53-9d0a-26bbc5e7f3cc","khm","Kaldheim"
"89","","en","Dread Rider","e5c15ef5-6795-40c2-a131-a73f74142314","1","205eb029-68a0-4895-b142-2eb09987b5cb","khm","Kaldheim"
"66","","en","Littjara Kinseekers","67ff2880-1998-48e9-88c7-2aa012697401","1","c119f836-0707-49e2-b6d4-25f849d054a4","khm","Kaldheim"
"100","","en","Jarl of the Forsaken","294c1fed-9473-4fbe-b10e-71a7a432b98d","1","f5b12c6c-c3d6-4b8a-bed4-d61f67f565b9","khm","Kaldheim"
"193","","en","Sculptor of Winter","73109353-51fa-43a1-93e0-b74536f372a5","1","9dab2ca2-0039-4eac-a7dc-68756362737d","khm","Kaldheim"
"231","","en","The Three Seasons","a38ebf4a-064c-4517-a553-15f0a252c159","1","48ce03b3-ec7c-46df-b89a-55405f3b5245","khm","Kaldheim"
"87","","en","Draugr Recruiter","f854ea0d-aae3-4b6a-9767-6ac1788f2190","1","6b0fe66b-0067-4e5c-9b3a-b014b2f0daf2","khm","Kaldheim"
"177","","en","In Search of Greatness","a7b45840-505d-4b7d-a084-549be08b0c20","1","ac0e50fa-5114-4f96-89f4-000906da7c76","khm","Kaldheim"
"251","","en","Barkchannel Pathway // Tidechannel Pathway","59d22de5-e310-44d7-89cf-ef3529e40cef","1","b6de14ae-0132-4261-af00-630bf15918cd","khm","Kaldheim"
"175","","en","Horizon Seeker","e0610ab1-88d3-4502-84b7-3a08d0170167","1","a17f4b21-6478-407d-b567-2888349f3b66","khm","Kaldheim"
"249","","en","Arctic Treeline","32fb0096-546c-4633-b6e3-ba3f2d9fa49c","1","b20e3117-f1e4-4449-ae9d-0b66abfc717d","khm","Kaldheim"
"101","foil","en","Karfell Kennel-Master","2cde1ca7-d126-4d3a-82a6-0acfd7c85cdb","1","f670c380-6faa-42ec-ab41-6be8137169b2","khm","Kaldheim"
"178","","en","Jaspera Sentinel","e2f98813-4f39-4135-b05b-407e9eb797f6","1","1a68615d-9808-479d-aa80-50651246954e","khm","Kaldheim"
"63","","en","Icebreaker Kraken","01590ff3-34fa-47aa-b5da-f0b8c1b031c6","1","f1fdb9bb-09a2-4ff7-bcd4-35ea33c1b752","khm","Kaldheim"
"78","","en","Undersea Invader","ff12dfee-7140-44bd-a62e-5f8ab98e93c6","2","550c745b-64e8-4d20-9cf0-024248ddbd57","khm","Kaldheim"
"77","","en","Strategic Planning","02b5acf3-47cb-4d39-9307-e02656f1879b","1","29306305-cb71-4fef-bf86-f5deb4e7e561","khm","Kaldheim"
"109","","en","Skemfar Avenger","47c67df1-52f5-459f-b83e-6b971be9b294","1","fad2c6d4-03dd-4dab-861c-77c55bda0db7","khm","Kaldheim"
"188","","en","Heroic Intervention","24882fa2-3fe9-4c1b-aa3d-0e6488b9db27","1","43c037e3-7d1a-48ca-8ecc-276696592f62","m21","Core Set 2021"
"258","","en","Gnottvold Slumbermound","2e413d18-2c55-49be-9e49-54d170c978a2","1","735470df-65d8-43e9-837e-4869c8e4f052","khm","Kaldheim"
"271","","en","Surtland Frostpyre","965aa666-3919-4053-8584-b773bdd54f0b","1","0b02149a-4a8f-4be9-9944-3d216248b549","khm","Kaldheim"
"59","","en","Giant's Amulet","016a6ec3-f4f6-4b47-9931-e0b14a25bd5e","1","ab8b1ec2-9303-4722-8644-b3bc1a5c387f","khm","Kaldheim"
"191","","en","Rune of Might","7826ce52-2fcc-422e-817e-6040de70f5f1","1","5c0d507b-fc08-46cb-b092-484fa4adeef6","khm","Kaldheim"
"190","","en","Roots of Wisdom","8f6af612-a4a1-4165-ae4d-ff6353cbaf8d","2","734afb5b-3163-47fa-856f-8a85b9da22d3","khm","Kaldheim"
"238","","en","Funeral Longboat","a994de7b-0128-4f03-922f-c8cd80cb5852","1","45c48042-178f-432e-9eee-10bfa1e0795f","khm","Kaldheim"
"75","","en","Rune of Flight","829a4110-9209-45e9-b1a5-25e005711118","2","d5c1a271-2107-462a-9d4a-9c7fbcfa8d77","khm","Kaldheim"
"208","","en","Fall of the Impostor","54deeeef-be90-4975-9213-8355ddf3ce0c","1","d7de696a-49c2-421d-a86c-bcffd68870c6","khm","Kaldheim"
"184","","en","Eureka Moment","0e2c11b2-d95f-4402-9a4a-afd3f7ffb8be","3","e400c9b7-c789-49dd-9f72-b9d1df03fcca","stx","Strixhaven: School of Mages"
"210","","en","Owlin Shieldmage","50c477c1-8457-40f6-bba9-1a4ba0862178","2","d3350367-42bd-44af-be13-ad31c002f8ac","stx","Strixhaven: School of Mages"
"209","","en","Oggyar Battle-Seer","645005dd-3438-4b88-bb19-561f9679a022","2","a38329f1-af6e-47b8-86e4-f2a39e1edbf8","stx","Strixhaven: School of Mages"
"235","","en","Spectacle Mage","71920c05-7061-4ba5-8903-cffd3d2f85f4","1","f74223e1-b66b-42fa-aaac-001f5dab2aac","stx","Strixhaven: School of Mages"
"139","","en","Summoning Trap","2faa8dc1-0370-458c-9aef-44f81a9b5cd5","1","55b71fb4-27ea-4846-87e4-efd2190faf36","mm3","Modern Masters 2017"
"2","","en","Expanded Anatomy","6bc5dfbb-98ec-4ff1-8ba2-e2594c53e6d9","2","c5642b9d-0daa-4e6b-ad48-f88dd37d6574","stx","Strixhaven: School of Mages"
"1","","en","Environmental Sciences","2f889671-a1d6-4034-881b-58c93897d707","3","46b394fc-a99c-44e7-9226-da0699167541","stx","Strixhaven: School of Mages"
"255","","en","Excavated Wall","16e48b95-f030-400c-a2b7-c3f3111cc165","2","fed54d00-b11f-4529-864c-63a114617b36","stx","Strixhaven: School of Mages"
"97","","en","Dragon's Approach","47e191f7-6314-4875-b5ee-57e5daf089c4","5","0cb504a0-1dfb-49d0-84c3-7bd318d55481","stx","Strixhaven: School of Mages"
"106","","en","Heated Debate","06c3e85c-17d8-44e1-a0f8-07ef3f1624cb","4","f40c88e2-28ed-4e5b-bcb3-4397d6a15a6f","stx","Strixhaven: School of Mages"
"60","","en","Vortex Runner","37cf4ee6-e146-4354-afc8-6b59b0700e87","5","bab4a68d-5d26-42d8-bc51-15e3c1f95ebe","stx","Strixhaven: School of Mages"
"50","","en","Reject","198fed4c-297e-41c0-a172-e471c7401fbb","3","d77f0731-fb40-4dc2-8530-afcb5ce1f27f","stx","Strixhaven: School of Mages"
"137","","en","Mage Duel","763882f9-a7ad-4fb1-bdf4-c9a158d4b68e","3","92325638-0321-4409-8910-2287c64c182e","stx","Strixhaven: School of Mages"
"144","","en","Springmane Cervin","4e964f31-c764-4af5-8c27-a46fd721fab4","2","f5b0eac4-0262-4eed-97d4-0f2e6f06c8e1","stx","Strixhaven: School of Mages"
"142","","en","Scurrid Colony","7dd68fd9-f5a7-49ee-aa36-93d646254335","3","c9c0a096-870d-443c-92d3-f7ec1f362616","stx","Strixhaven: School of Mages"
"84","","en","Professor's Warning","e3c8e552-d315-486d-a176-813b3a300174","4","862fded6-e474-4b20-86d8-fd9af5f25b1a","stx","Strixhaven: School of Mages"
"253","","fr","Codie, Vociferous Codex","67a9357c-4713-4e01-a60d-532bf0dd80b6","1","9ecfdeac-0499-4f2c-a5d4-33baad5077b7","stx","Strixhaven: School of Mages"
"68","","en","Crushing Disappointment","77a1958e-ee24-4305-9dad-da8372803be8","3","7fbe8cf1-11df-4ca4-9a6b-265193c49250","stx","Strixhaven: School of Mages"
"19","","en","Guiding Voice","5c7e7c9e-00d1-497e-bee7-278bbd82e234","3","d6fb3163-12ca-4a7f-a0c7-b8ddfc9408a0","stx","Strixhaven: School of Mages"
"23","","en","Pillardrop Rescuer","5cf9002d-6c04-420b-8c3b-0a17f674bb09","1","0884666e-8f9b-44b1-a1e3-c1c8941e2152","stx","Strixhaven: School of Mages"
"8","","en","Ageless Guardian","468658bc-19d8-464a-ab8e-d36281680273","2","4a5ff6af-402f-4bf6-a75b-dc1e0e40aff6","stx","Strixhaven: School of Mages"
"22","","en","Pilgrim of the Ages","f67084bb-07f8-420a-ad6e-9ab9842d3ee6","4","c86714f5-e909-413f-8eb6-99dbea4d1897","stx","Strixhaven: School of Mages"
"270","foil","en","Swamp","56719f6a-1a6c-4c0a-8d21-18f7d7350b68","1","ab950987-d88c-4326-98f4-1b1195788921","afr","Adventures in the Forgotten Realms"
"284","foil","en","Snow-Covered Forest","5f0d3be8-e63e-4ade-ae58-6b0c14f2ce6d","1","ca17acea-f079-4e53-8176-a2f5c5c408a1","khm","Kaldheim"
"89","foil","en","Kitchen Imp","eaa2ad31-065d-4aa3-a39c-5e491dd59022","2","836ae711-e62f-49ec-850e-d25f6fd2a4d4","mh2","Modern Horizons 2"
"97","foil","en","Dragon's Approach","47e191f7-6314-4875-b5ee-57e5daf089c4","1","0cb504a0-1dfb-49d0-84c3-7bd318d55481","stx","Strixhaven: School of Mages"
"193","","en","Humiliate","cf18a1ca-1fb5-4c90-b20a-6ae2fb54a9bb","1","dc3ae8cb-fbdb-45a8-83c2-cbf4aff01f90","stx","Strixhaven: School of Mages"
"115","","en","Storm-Kiln Artist","a145ff8c-5812-4bcb-bd16-9839dc25121d","2","fa96b8dc-233a-4884-ab84-235cbc7df0b6","stx","Strixhaven: School of Mages"
"262","","en","Access Tunnel","ed9cc560-f30b-4b60-a094-ccf93ed656a7","1","edf8eb51-9643-4c54-b38e-e7abea92bbe1","stx","Strixhaven: School of Mages"
"44","","en","Shock","a9d288b8-cdc1-4e55-a0c9-d6edfc95e65d","1","60eeb025-704c-4a82-90b2-f91202ae30d9","sta","Strixhaven Mystical Archive"
"9","","en","Revitalize","b1385b03-cb4b-4812-857f-7421f1df39af","1","f8da7312-91e8-4f8d-84ef-6888360b3718","sta","Strixhaven Mystical Archive"
"215","foil","en","Prismari Pledgemage","47ecedec-7bf7-4a3b-ac33-2bf203fa50d9","2","404b4c7b-5d40-4ad1-bd40-3da1d08f5c78","stx","Strixhaven: School of Mages"
"213","","en","Prismari Apprentice","0d60ffba-9904-442e-8d4a-a6b1b50a38eb","1","dca3aa59-c8ac-4930-abf7-0a74d657122a","stx","Strixhaven: School of Mages"
"125","","en","Containment Breach","043dd2e5-21e4-49b9-90b2-831e587b2238","1","0dcca120-b72e-4007-98e1-cb22e7b9a705","stx","Strixhaven: School of Mages"
"91","","en","Academic Dispute","b22de128-6dad-4e15-a547-1c9ca08df5ff","2","4620cc3b-e401-4096-b310-fed080806344","stx","Strixhaven: School of Mages"
"6","","en","Wandering Archaic // Explore the Vastlands","6556c4c0-b10d-4208-821b-0c0a49abd188","2","18a2bdc8-b705-4eb5-b3a5-ff2e2ab8f312","stx","Strixhaven: School of Mages"
"115","","en","Brainstorm","36cd2364-d113-47d1-b2c4-b088d9eb88dd","1","0359f212-9564-41a9-870b-d2c57455a695","c21","Commander 2021"
"71","","en","Flunk","5cd99378-e8e2-43fe-80fc-13d680746a4a","1","f8487884-e991-4feb-823b-90d9125edf19","stx","Strixhaven: School of Mages"
"244","","en","Vanishing Verse","5b8f0cdf-572d-4025-b930-79291f7c35be","1","e12573fe-aee3-49db-93e2-d00972cbb3b1","stx","Strixhaven: School of Mages"
"4","","en","Divine Gambit","25fcf381-6f0a-49ef-9c41-f202be7d8368","1","5ae3b199-92a0-4d94-819c-fbf24a87d353","sta","Strixhaven Mystical Archive"
"72","","en","Go Blank","60186579-285b-4034-a782-431f79df5b07","1","846e8657-7435-44c6-a997-b8b156d0cd2c","stx","Strixhaven: School of Mages"
"37","","en","Archmage Emeritus","8305d576-21d8-4ce7-8eda-a7cd9793aca5","1","761df6cd-0928-4167-8902-58fdb50181a0","stx","Strixhaven: School of Mages"
"96","","en","Duress","33d405ea-7a9a-4970-b70f-9c05d90dd6f0","1","49c07ea0-27ff-46fb-a41f-3e378c977b5d","m21","Core Set 2021"
"178","foil","en","Dina, Soul Steeper","2121bcb4-f5fe-447f-9112-c7e5b5c45baf","1","9cd2b567-0cf7-4441-b3ce-e31141dd91c8","stx","Strixhaven: School of Mages"
"70","","en","Eyetwitch","6a7a5e93-fea8-4aa0-a2b1-73d466220cfb","3","1f4d1bb6-cb8f-4d01-9879-0b3a0585cbf4","stx","Strixhaven: School of Mages"
"51","","en","Cultivate","8b755881-a72d-4e21-a369-d2924eb4585a","1","b3896717-1e46-4aa2-88b7-1c4fe76edde1","sta","Strixhaven Mystical Archive"
"25","foil","en","Reduce to Memory","661736eb-97d7-4b3c-ab18-708479a5fb29","1","7bfc408e-34d6-4e94-8678-4cc229cbc6f5","stx","Strixhaven: School of Mages"
"202","","en","Maelstrom Muse","30b03dda-409f-4615-b392-477d66eb49f4","2","5516e81e-16ea-411c-9df0-ed3b03670220","stx","Strixhaven: School of Mages"
"123","","en","Bookwurm","ce77fff1-32f8-4a55-9124-b1dafe95840d","3","57d230fc-d382-40b4-bdbd-5fe880fa16bf","stx","Strixhaven: School of Mages"
"59","","en","Test of Talents","d808262d-43ca-46f8-ab8b-b584773f9c58","2","6e2b6236-b40c-430c-98b0-7940b942657a","stx","Strixhaven: School of Mages"
"49","","en","Adventurous Impulse","5bf49f39-b3d5-4148-8dc2-b5b5011769d2","1","e7b44893-e6d1-48d0-ba69-06b9569e1e38","sta","Strixhaven Mystical Archive"
"190","","en","Golden Ratio","724700ad-1e4e-4cbc-af7f-0b3b87ed4bc8","2","626fbddb-3963-4dd2-8507-9777ed66bbbc","stx","Strixhaven: School of Mages"
"24","","en","Professor of Symbology","1a8ae444-6237-4591-97ab-f43e181b2f4f","1","f427cf73-9f5e-4ef5-bc4f-29ffbfda9d57","stx","Strixhaven: School of Mages"
"151","","en","Jadzi, Oracle of Arcavios // Journey to the Oracle","ca79cd3f-13ba-4d11-b885-48a504ae69aa","1","d7148d24-373e-4485-860b-c3429c2337f2","stx","Strixhaven: School of Mages"
"88","","en","Tenured Inkcaster","780536da-2923-48e7-916a-61c701382d28","2","92eba33e-efea-4e58-a832-1c6049fb211f","stx","Strixhaven: School of Mages"
"56","","en","Regrowth","e6e4a8bd-5c40-4654-8de1-0da9afed90fd","1","af727601-5251-48b6-b5e3-b68ca0608bc9","sta","Strixhaven Mystical Archive"
"44","","en","Ingenious Mastery","dad43a2d-5b30-45f2-a34d-9e68d1fbb716","1","2386d020-a9ae-4d54-b5e4-f2cb5a7298cc","stx","Strixhaven: School of Mages"
"29","","en","Duress","33d405ea-7a9a-4970-b70f-9c05d90dd6f0","1","5bb89f3f-f3b0-402d-9f3c-5b4b8a9d1e91","sta","Strixhaven Mystical Archive"
"127","","en","Dragonsguard Elite","9bc966b3-1b6e-4bea-ab1d-321bc03d2bc7","1","658ec634-3eb2-4967-b938-d20d31ab77e3","stx","Strixhaven: School of Mages"
"45","","en","Kelpie Guide","8fc1e8b1-3afc-4e9d-a3ae-7bd9bcdcb465","1","0112ebfb-55ad-401c-9dc5-ffd829f5b5bf","stx","Strixhaven: School of Mages"
"162","","en","Aether Helix","9c83979a-b354-4e20-9638-85e8f354da81","2","7d1c653e-f629-4105-a52c-379c5cd78208","stx","Strixhaven: School of Mages"
"212","","en","Practical Research","9110480b-a5d6-4cf8-a72c-dc1a50f11fac","1","74edd3e3-b2de-4ba0-a508-0418b0151d87","stx","Strixhaven: School of Mages"
"181","","en","Elemental Expressionist","dfc45c58-821c-42f3-ab48-05b912748bdf","1","7473db42-905b-4fda-af8c-fd24d906b642","stx","Strixhaven: School of Mages"
"127","foil","en","Dragonsguard Elite","9bc966b3-1b6e-4bea-ab1d-321bc03d2bc7","1","658ec634-3eb2-4967-b938-d20d31ab77e3","stx","Strixhaven: School of Mages"
"27","foil","en","Semester's End","3aeba3c2-5517-4870-8802-29b0fa70ffae","1","ef4743f7-28db-4d72-bfce-09cfbe413514","stx","Strixhaven: School of Mages"
"1","","en","Fabled Passage","0c85b8f7-0bd0-4680-9ec5-d4b110460a54","1","e374f1a8-0b90-4f62-9af5-3bbb11a0fbc4","pwp21","Wizards Play Network 2021"
"33","foil","en","Soul of Migration","f90ebf35-08f9-4277-92d9-75165f32a84e","1","4541217f-5e86-491b-918b-ed7a2eb3e4eb","mh2","Modern Horizons 2"
"77","","en","Break the Ice","22ec98d2-0ac5-48a2-b48b-c6a98f35ecf0","1","01ca9568-06b6-4c57-b1f6-8a74ec2a2b91","mh2","Modern Horizons 2"
